Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R_1239,French Style Cheese with Herb de provence,French,"cheese, herb de provence, cream, baguette, beef, butter, wine, shallots",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,59,Medium,U_0034,"Mediterranean, French, Time: Short",4.8,"Absolutely loved it, will make again!",2025-09-27,Autumn,Weeknight,6,291,Dairy,14.42,5.0,Autumn
R_1757,French Style Butter with Wine,French,"butter, wine, beef, cream",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,114,Hard,U_0435,"Japanese, Mediterranean, Time: Long",3.8,Very delicious and easy to follow.,2025-08-30,Autumn,Breakfast,1,154,Gluten,18.52,6.3,Autumn
R_0649,Thai Style Noodles with  lemongrass,Thai,"noodles,  lemongrass, curry paste, peanut butter, coconut milk, shrimp, fish sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,89,Hard,U_0143,"Mediterranean, Indian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-08-25,Spring,Breakfast,4,152,Seafood,6.68,6.0,Spring
R_1776,Greek Style Olive oil with Feta,Greek,"olive oil, feta, lamb, garlic, cucumber, oregano,  tomato",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,67,Hard,U_0086,"American, Japanese, Time: Long",3.8,Very delicious and easy to follow.,2025-11-03,Spring,Breakfast,4,225,Nuts,12.02,4.0,Spring
R_0493,Thai Style Shrimp with Curry paste,Thai,"shrimp, curry paste, peanut butter, fish sauce,  lemongrass, noodles",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0047,"Mediterranean, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2026-01-01,Winter,Dessert,1,320,Soy,22.76,5.2,Winter
R_0625,Mexican Style Tomato with Tortilla,Mexican,"tomato, tortilla, jalapeno, lime, beans",1. Chop ingredients. 2. Cook for 14 mins. 3. Serve.,14,Easy,U_0489,"Mexican, Indian, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-12-21,Spring,Dessert,1,500,Eggs,11.88,5.3,Spring
R_0482,French Style Cheese with Herb de provence,French,"cheese, herb de provence, butter, wine, baguette, shallots, beef, cream",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,144,Hard,U_0457,"Chinese, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-04-27,Autumn,Healthy,6,246,None,22.41,9.8,Autumn
R_1531,Indian Style Ginger with Coriander,Indian,"ginger, coriander, curry powder, turmeric, cumin, onion",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0054,"Mexican, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-03-04,Winter,Weeknight,2,409,Eggs,9.68,1.7,Winter
R_0090,Japanese Style Miso with Mirin,Japanese,"miso, mirin, rice, salmon, soy sauce, seaweed",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,69,Hard,U_0082,"French, Thai, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-17,Winter,Dessert,1,242,Eggs,16.15,6.2,Winter
R_0792,Indian Style Rice with Cumin,Indian,"rice, cumin, garlic, coconut milk",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0183,"Indian, Greek, Time: Short",5.0,"Absolutely loved it, will make again!",2025-11-13,Autumn,Festive,1,471,Eggs,4.24,6.9,Autumn
R_0672,Greek Style Olive oil with Garlic,Greek,"olive oil, garlic, greek yogurt, lamb, cucumber",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0355,"Thai, Greek, Time: Short",5.0,"Absolutely loved it, will make again!",2025-08-14,Year-round,Weeknight,6,371,Gluten,10.01,4.3,Year-round
R_0867,Japanese Style Tuna with Mirin,Japanese,"tuna, mirin, seaweed, miso, soy sauce, wasabi, salmon, rice",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0159,"French, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-18,Summer,Breakfast,4,676,Dairy,23.25,4.1,Summer
R_1236,Thai Style Shrimp with Coconut milk,Thai,"shrimp, coconut milk,  lemongrass, noodles, curry paste",1. Chop ingredients. 2. Cook for 25 mins. 3. Serve.,25,Easy,U_0004,"Mediterranean, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-22,Summer,Breakfast,1,186,None,7.93,8.0,Summer
R_0540,Greek Style  tomato with Feta,Greek," tomato, feta, olive oil, oregano, greek yogurt, lamb",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,43,Medium,U_0030,"French, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-03-09,Year-round,Festive,1,378,Nuts,17.94,3.2,Year-round
R_1704,American Style Beef patty with Bacon,American,"beef patty, bacon, bun, mayo, potatoes, lettuce, tomato, bbq sauce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,69,Hard,U_0352,"Greek, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-19,Winter,Healthy,6,174,Seafood,10.89,4.8,Winter
R_1661,Indian Style Garlic with Coconut milk,Indian,"garlic, coconut milk, curry powder, cumin, ginger, rice",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,56,Medium,U_0055,"Italian, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-10,Year-round,Healthy,6,292,Eggs,19.21,9.1,Year-round
R_1270,Indian Style Coconut milk with Garlic,Indian,"coconut milk, garlic, turmeric, rice, coriander, ginger, curry powder, onion",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0037,"Greek, French, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-09-08,Summer,Healthy,1,601,Nuts,24.2,3.8,Summer
R_1586,Indian Style Turmeric with Ginger,Indian,"turmeric, ginger, rice, garlic, coconut milk, onion",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,124,Hard,U_0271,"Mexican, Italian, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-02-28,Autumn,Weeknight,4,204,Nuts,5.04,7.1,Autumn
R_0069,American Style Bun with Bbq sauce,American,"bun, bbq sauce, bacon, tomato, mayo, cheddar, lettuce, potatoes",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0230,"American, Mediterranean, Time: Short",5.0,"Absolutely loved it, will make again!",2025-01-09,Year-round,Breakfast,1,389,Eggs,12.84,9.2,Year-round
R_0748,Mexican Style Lime with Cilantro,Mexican,"lime, cilantro, cheese, corn, tortilla",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,64,Hard,U_0158,"Thai, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-01,Autumn,Weeknight,2,212,Dairy,23.89,7.1,Autumn
R_0191,Mexican Style Tortilla with Lime,Mexican,"tortilla, lime, jalapeno, avocado, cheese",1. Chop ingredients. 2. Cook for 18 mins. 3. Serve.,18,Easy,U_0361,"Japanese, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-06,Winter,Dessert,4,793,Seafood,18.39,7.3,Winter
R_1519,Chinese Style Sesame oil with Ginger,Chinese,"sesame oil, ginger, scallions, tofu",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0445,"Mexican, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-13,Year-round,Party,1,635,Seafood,6.41,2.6,Year-round
R_1410,Mexican Style Tomato with Tortilla,Mexican,"tomato, tortilla, cilantro, avocado, beans",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,37,Medium,U_0253,"Indian, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-11,Spring,Healthy,6,241,Seafood,6.36,5.1,Spring
R_1170,Japanese Style Tuna with Seaweed,Japanese,"tuna, seaweed, mirin, soy sauce, salmon, miso, wasabi, rice",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0270,"Japanese, Greek, Time: Short",5.0,"Absolutely loved it, will make again!",2025-10-06,Summer,Festive,1,511,Eggs,15.46,7.3,Summer
R_0494,Mediterranean Style Cucumber with Pita,Mediterranean,"cucumber, pita, lemon, chickpeas, olive oil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,91,Hard,U_0283,"Indian, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-17,Winter,Dessert,1,255,Soy,16.5,8.6,Winter
R_0580,American Style Potatoes with Bbq sauce,American,"potatoes, bbq sauce, tomato, mayo, bacon, beef patty",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,54,Medium,U_0447,"Mexican, Chinese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-02-10,Winter,Weeknight,6,584,Gluten,18.92,9.3,Winter
R_1767,Japanese Style Soy sauce with Wasabi,Japanese,"soy sauce, wasabi, miso, mirin, tuna, rice, salmon, seaweed",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,64,Hard,U_0273,"Mexican, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-06-12,Year-round,Festive,6,351,Seafood,8.45,6.1,Year-round
R_1182,French Style Cheese with Beef,French,"cheese, beef, butter, cream, wine, herb de provence",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0313,"Mexican, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-27,Winter,Party,6,265,None,10.16,6.8,Winter
R_1720,Japanese Style Rice with Miso,Japanese,"rice, miso, seaweed, salmon, soy sauce, mirin, wasabi, tuna",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,38,Medium,U_0013,"Mexican, Italian, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-08-01,Spring,Weeknight,2,533,Soy,3.15,2.0,Spring
R_1255,Chinese Style Scallions with Tofu,Chinese,"scallions, tofu, garlic, ginger",1. Chop ingredients. 2. Cook for 29 mins. 3. Serve.,29,Easy,U_0112,"Italian, Mexican, Time: Short",3.8,Very delicious and easy to follow.,2025-01-13,Summer,Weeknight,6,481,Seafood,21.72,2.5,Summer
R_1253,Indian Style Onion with Coriander,Indian,"onion, coriander, turmeric, coconut milk, rice",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,133,Hard,U_0439,"Mexican, American, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-05-14,Year-round,Weeknight,1,165,None,18.96,6.8,Year-round
R_0505,Indian Style Ginger with Coconut milk,Indian,"ginger, coconut milk, onion, garlic, coriander, turmeric, cumin, curry powder",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,67,Hard,U_0060,"Japanese, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-07-15,Year-round,Festive,4,158,Eggs,21.02,7.3,Year-round
R_1409,American Style Tomato with Cheddar,American,"tomato, cheddar, bbq sauce, lettuce",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,77,Hard,U_0177,"Indian, American, Time: Any",4.8,"Absolutely loved it, will make again!",2025-03-08,Year-round,Breakfast,1,160,Nuts,9.8,1.3,Year-round
R_1335,Thai Style  lemongrass with Coconut milk,Thai," lemongrass, coconut milk, noodles, fish sauce, peanut butter, shrimp, curry paste",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,46,Medium,U_0444,"Italian, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-08-21,Year-round,Healthy,1,533,Nuts,16.12,4.1,Year-round
R_0500,Thai Style Shrimp with Fish sauce,Thai,"shrimp, fish sauce,  lemongrass, noodles, coconut milk",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,58,Medium,U_0086,"American, Japanese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-22,Spring,Weeknight,1,598,Seafood,20.38,8.0,Spring
R_0435,Mediterranean Style Olive oil with Pita,Mediterranean,"olive oil, pita, olives, lemon",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0046,"Mediterranean, Chinese, Time: Short",5.0,"Absolutely loved it, will make again!",2025-10-11,Summer,Weeknight,1,444,Nuts,11.59,2.1,Summer
R_1523,Thai Style Coconut milk with Shrimp,Thai,"coconut milk, shrimp,  lemongrass, peanut butter",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0455,"Japanese, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-18,Autumn,Healthy,4,387,Eggs,14.91,8.1,Autumn
R_1856,Japanese Style Salmon with Miso,Japanese,"salmon, miso, seaweed, rice, mirin, soy sauce, tuna, wasabi",1. Chop ingredients. 2. Cook for 29 mins. 3. Serve.,29,Easy,U_0053,"Mexican, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-05,Spring,Festive,1,741,Soy,14.02,9.7,Spring
R_0773,Chinese Style Broccoli with Soy sauce,Chinese,"broccoli, soy sauce, scallions, garlic",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0295,"American, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-26,Spring,Festive,6,193,Dairy,5.61,6.7,Spring
R_0238,Mediterranean Style Tahini with Lemon,Mediterranean,"tahini, lemon, pita, cucumber, chickpeas, olive oil, feta cheese, olives",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0116,"Greek, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-02-19,Summer,Festive,6,205,Gluten,22.03,4.1,Summer
R_1597,Japanese Style Tuna with Soy sauce,Japanese,"tuna, soy sauce, miso, mirin, wasabi, seaweed, salmon, rice",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,117,Hard,U_0479,"Japanese, Greek, Time: Any",4.8,"Absolutely loved it, will make again!",2025-01-22,Autumn,Dessert,6,510,Gluten,4.3,4.9,Autumn
R_1274,American Style Potatoes with Tomato,American,"potatoes, tomato, mayo, bun, bbq sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,37,Medium,U_0010,"Greek, French, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-02-05,Autumn,Healthy,4,621,Gluten,24.4,1.5,Autumn
R_0102,Thai Style Coconut milk with Curry paste,Thai,"coconut milk, curry paste, noodles, shrimp,  lemongrass",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,90,Hard,U_0236,"Mexican, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-11-05,Year-round,Breakfast,6,341,None,17.28,1.6,Year-round
R_1785,Indian Style Coriander with Onion,Indian,"coriander, onion, ginger, cumin, coconut milk, rice, garlic",1. Chop ingredients. 2. Cook for 14 mins. 3. Serve.,14,Easy,U_0338,"Japanese, Chinese, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-04-03,Year-round,Breakfast,4,504,Gluten,22.25,5.5,Year-round
R_1744,American Style Beef patty with Tomato,American,"beef patty, tomato, bacon, bun",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0388,"French, Mediterranean, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-06-15,Summer,Healthy,2,657,Nuts,22.18,1.5,Summer
R_0246,Greek Style Cucumber with Olive oil,Greek,"cucumber, olive oil, garlic, lamb",1. Chop ingredients. 2. Cook for 19 mins. 3. Serve.,19,Easy,U_0033,"Thai, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-26,Autumn,Healthy,2,419,Gluten,21.12,4.7,Autumn
R_1372,Japanese Style Tuna with Rice,Japanese,"tuna, rice, wasabi, soy sauce",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0204,"Mediterranean, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-11-23,Spring,Weeknight,6,527,Nuts,16.14,4.0,Spring
R_1718,Italian Style Mozzarella with Parmesan,Italian,"mozzarella, parmesan, tomato sauce, olive oil, basil, oregano, pasta, garlic",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,146,Hard,U_0087,"Chinese, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-03-21,Year-round,Dessert,2,583,Soy,21.53,1.2,Year-round
R_1638,Italian Style Pasta with Olive oil,Italian,"pasta, olive oil, garlic, tomato sauce, mozzarella, parmesan",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0100,"Japanese, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-06,Autumn,Party,2,427,Soy,19.93,4.6,Autumn
R_0568,American Style Bun with Tomato,American,"bun, tomato, bacon, potatoes, beef patty",1. Chop ingredients. 2. Cook for 17 mins. 3. Serve.,17,Easy,U_0334,"Chinese, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-10,Winter,Festive,6,473,Gluten,2.28,1.6,Winter
R_1127,Japanese Style Salmon with Mirin,Japanese,"salmon, mirin, seaweed, wasabi, miso",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,121,Hard,U_0039,"Thai, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-21,Summer,Breakfast,6,753,Soy,7.1,5.8,Summer
R_1488,Italian Style Mozzarella with Garlic,Italian,"mozzarella, garlic, pasta, parmesan, olive oil, basil, tomato sauce, oregano",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,35,Medium,U_0340,"Italian, Mexican, Time: Long",4.8,"Absolutely loved it, will make again!",2025-08-18,Summer,Weeknight,2,335,None,11.1,5.3,Summer
R_0026,American Style Beef patty with Bun,American,"beef patty, bun, bacon, bbq sauce, lettuce, mayo",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,128,Hard,U_0489,"Mexican, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-01-17,Autumn,Dessert,1,261,Dairy,15.72,6.5,Autumn
R_1259,Mediterranean Style Tahini with Lemon,Mediterranean,"tahini, lemon, chickpeas, feta cheese, olives, cucumber",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,60,Hard,U_0091,"Mexican, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-01-16,Year-round,Breakfast,4,490,None,14.66,6.1,Year-round
R_1693,Japanese Style Seaweed with Soy sauce,Japanese,"seaweed, soy sauce, wasabi, tuna, salmon, miso, mirin, rice",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0436,"Thai, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-17,Winter,Weeknight,6,328,Eggs,21.18,2.5,Winter
R_0062,Mexican Style Avocado with Beans,Mexican,"avocado, beans, lime, tortilla, tomato, jalapeno",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0335,"French, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-14,Autumn,Weeknight,2,456,None,22.78,3.6,Autumn
R_0172,Chinese Style Sesame oil with Noodles,Chinese,"sesame oil, noodles, tofu, soy sauce, broccoli, ginger, garlic",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,48,Medium,U_0455,"Japanese, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-16,Year-round,Festive,1,741,Seafood,4.34,4.3,Year-round
R_0571,Chinese Style Garlic with Noodles,Chinese,"garlic, noodles, scallions, chicken",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,135,Hard,U_0427,"Japanese, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-02,Summer,Party,4,392,Seafood,18.97,1.7,Summer
R_1417,Mexican Style Jalapeno with Cheese,Mexican,"jalapeno, cheese, tomato, cilantro, lime, avocado, beans, corn",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0160,"Mediterranean, American, Time: Short",3.8,Very delicious and easy to follow.,2025-01-03,Summer,Dessert,6,676,Gluten,17.51,4.4,Summer
R_1043,American Style Beef patty with Bacon,American,"beef patty, bacon, potatoes, mayo, lettuce, tomato",1. Chop ingredients. 2. Cook for 20 mins. 3. Serve.,20,Easy,U_0039,"Thai, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-22,Autumn,Dessert,1,638,Seafood,2.98,5.9,Autumn
R_0018,Greek Style Feta with Lamb,Greek,"feta, lamb, garlic, olive oil,  tomato, cucumber, greek yogurt, oregano",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0199,"Mediterranean, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-12,Autumn,Dessert,2,421,Soy,11.1,3.8,Autumn
R_0403,Thai Style Noodles with Shrimp,Thai,"noodles, shrimp, peanut butter, curry paste, coconut milk",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0199,"Mediterranean, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-02-12,Spring,Festive,1,632,Eggs,22.87,7.3,Spring
R_0428,Indian Style Rice with Coconut milk,Indian,"rice, coconut milk, onion, curry powder",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,98,Hard,U_0444,"Italian, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-12-27,Year-round,Party,6,477,Soy,5.59,4.0,Year-round
